"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/30 5:14:11 PM CET","F","26-35","Sud e Isole","Diploma","Disoccupato","3","Fantasy e Avventura;Giallo e Thriller","Cartaceo;Audiolibro","5","Nuovi","Si","13 - 15 Euro","7","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited)","7","Nelle librerie fisiche","1 o 2 ore","Instagram;Tiktok;Facebook","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","Qualcuno che capiva la mia passione per la lettura ","In completo silenzio","Tu e la biblioteca di dafne ","5","4","4","Si","Si","Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Spesso vado in blocco ","Si","",""
"2023/01/30 5:14:24 PM CET","F","19-25","Nord","Diploma","Studente","5","Fantasy e Avventura;Romanzo storico;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","21 - 26 Euro","80","Li prendo in biblioteca o MLOL","60","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi","Si","Ho trovato persone simile a me ","Il contesto è indifferente","Jake Edwards ","5","4","3","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/30 5:14:51 PM CET","F","26-35","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Nuovi","Si","21 - 26 Euro","50","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","100","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo;È bello condividere le proprie impressioni con gli altri","Sottolineo delle parti ma solo negli ebook","Si","Ho trovato un sacco di persone interessanti con gusti simili ai miei e che mi piace ascoltare quando parlano dei libri che hanno letto","Il contesto è indifferente","Timidalibreriadelriccio","5","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:19:14 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","4","Classici;Fantasy e Avventura;Saggi e divulgazione scientifica","Cartaceo;Ebook","5","Indifferente","Si","21 - 26 Euro","10","Leggo su wattpad (e simili)","10","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi","Si","","In completo silenzio","","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/30 5:21:03 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","4","Romanzo rosa e Chick-lit;Romance ","Cartaceo","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","30","Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","No","","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Faccio le orecchiette alle pagine;Utilizzo segnalibri","Dipende dal libro","La bellezza con cui spiagvano i libri è la loro passione per essi ","Il contesto è indifferente","","5","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile;Ne leggo un altro anche se non simile ","Scegli un altro libro","Si","",""
"2023/01/30 5:21:16 PM CET","F","19-25","Nord","Diploma","Lavoratore","4","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Nuovi","No","Se il libro mi interessa non importa il prezzo","40 ","Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri;Sottolineo a matita (a volte)","Si","Ho ritrovato la voglia di leggere. Ho un odio e amore con i libri. Ma a volte mi fermo per mesi e poi riprendo senza freni. Quindi il booktok mi ha spinta a comprarne molti e a leggere altrettanto ","Il contesto è indifferente","Francesca e Mary ","3","5","4","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:21:43 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","20","Li scarico da siti online;Leggo su wattpad (e simili)","30","Su Amazon","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Dipende dal libro","Perche qui ho scoperto che il mio genere preferito è il fantasy e dopo aver letto un libro che veniva consigliato, me ne sono innamorata alla follia (🫣acotar) e quindi ho continuato a seguire consigli su altri libri e non ne sono uscita più. 
Ps. Ogni anni più povera ma felice ;)","In completo silenzio","Meg della biblioteca di daphne ","5","5","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Piango","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:23:38 PM CET","F","19-25","Nord","Diploma","Studente","4","Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","100","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","75","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","Più di 10 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2022","Prima di conoscere Booktok non leggevo","Si","Mi sembra di leggere più velocemente","No","","Utilizzo segnalibri","Si","Come le booktoker fanno risaltare il libro in questione, dando un sacco di informazioni generali del libro in modo da informare e/o aiutare nella scelta di un libro","Il contesto è indifferente","Noncne ho uno in particolare","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online","Scegli un altro libro","Si","",""
"2023/01/30 5:24:02 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","16 - 20 Euro","60","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","100 e passa","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","4","3","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:24:04 PM CET","F","19-25","Nord","Diploma","Studente","5","Classici;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","100","Nessuno di questi","75","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok;Facebook","No","Si","Tiktok;Facebook","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Si","Mi piace l'idea di poter ricevere recensioni di libri già letti, ma naturalmente da punti di vista differenti, ma anche la possibilità di ascoltare pensieri su libri che non ho mai letto e che spesso mi incuriosiscono e corro a comprarli.","Con musica di sottofondo","","4","3","2","Dipende dal libro","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online","Ne discuti con amici conosciuti online;Scegli un altro libro","Si","",""
"2023/01/30 5:29:29 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","4","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","No","16 - 20 Euro","20","Nessuno di questi","30","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","4","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/30 5:30:59 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","35","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","35","Mi è indifferente","Più di 10 ore","Instagram;Tiktok","No","No","","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","scambiare opinioni","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi","Dipende dal libro","sono rimasta per la mia curiosità nel voler conoscere libri nuovi e magari sentire le opinioni di altri su un libro che ho letto ma che non mi ha convinto oppure che non ero convinta di acquistare a “prima vista”!","In completo silenzio","la biblioteca di daphne ","4","4","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","scrivo sul mio diario delle letture cosa mi è rimasto impresso e le parti che mi sono piaciute di più ","Scegli un altro libro","Si","",""
"2023/01/30 5:35:21 PM CET","M","14-18","Nord","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","4","Indifferente","Si","16 - 20 Euro","30","Nessuno di questi","60","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Tiktok","Si","Booktok;Booktube","Si","tra l'1 o le 2 ore","2022","Prima di conoscere Booktok non leggevo","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","","Il contesto è indifferente","Valentina ghetti e labibliotecadidaphne ","5","5","4","Dipende dal libro","No","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:36:29 PM CET","F","14-18","Centro","Diploma","Studente","3","Fantasy e Avventura;Young Adult e New Adult","Ebook","4","Indifferente","Si","10 - 12 Euro","20","Li scarico da siti online;Leggo su wattpad (e simili)","20","Nelle librerie indipendenti","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Dipende dal libro","unpopular opinion sui miei libri preferiti ","Il contesto è indifferente","","2","1","2","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/30 5:37:06 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","100","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","80","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram;Booktube","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi","Si","Labibliotecadidaphne é stata il mio perno. Ho iniziato con lei esplorando il fantasy, genere per me taboo. Il mio primo libro del booktok é stato Acotar. Inutile dire che da lí é iniziato un amore per ibm fantasy unico. É iniziata con lei e scoprendo anche altew bookinfluencer sono rimasta. ","Con musica di sottofondo","Labibliotecadidaphne e valeghetti","5","5","5","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio","No","Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Scegli un altro libro;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/30 5:39:22 PM CET","M","26-35","Centro","Diploma","Lavoratore","5","Classici;Romanzo storico;Saggi e divulgazione scientifica","Cartaceo;Ebook","5","Indifferente","No","16 - 20 Euro","40","Nessuno di questi","70","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Youtube;Tiktok","No","Si","Youtube;Tiktok","No","","Si","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Sentirmi parte di un gruppo di amanti della lettura, cosa che nel mio ambiente e tra le mie conoscenze, mi capita poco.","Il contesto è indifferente","","4","2","2","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/30 5:39:26 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","4","Nuovi","Si","Se il libro mi interessa non importa il prezzo","50","Leggo su wattpad (e simili)","70","Mi è indifferente","Più di 10 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Con musica di sottofondo","","5","5","4","Si","Si","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:40:26 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","3","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico","Cartaceo","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","20","Nessuno di questi","18","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","","Si","Il fatto che abbia conosciuto altre persone a cui piace leggere come me, quando nessuno che conosco ha la mia stessa passione.","In completo silenzio","Non ne ho uno preferito mi piacciono quasi tutti","4","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/30 5:44:48 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Fantascienza;Giallo e Thriller;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","4","Nuovi","No","Se il libro mi interessa non importa il prezzo","15","Leggo in audiolibro;Li scarico da siti online;Leggo su wattpad (e simili)","10","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Dipende dal libro","Si parlava dei libri questo basta già. Ma sono rimasta per conoscere i vari generi e libri che potessero interessarmi e leggerli","Il contesto è indifferente","","3","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con amici conosciuti online;Scegli un altro libro simile","Ne discuti con amici conosciuti online;Scegli un altro libro","Si","",""
"2023/01/30 5:45:27 PM CET","F","19-25","Sud e Isole","Diploma","Lavoratore","5","Fantasy e Avventura","Cartaceo","5","Nuovi","Si","16 - 20 Euro","50","Leggo in audiolibro;Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Youtube;Tiktok;Twitter","No","Si","Youtube;Tiktok","Si","Booktok","Si","più di 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","mi sono sempre sentita esclusa a causa della mia passione per la lettura. ad oggi trovo che sia bellissimo poterne parlare con tantissime persone e sono ancora più contenta di vedere ragazz* avvicinarsi a questo mondo meraviglioso.","In completo silenzio","ilenia zodiaco","4","5","3","Si","No","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:45:57 PM CET","F","14-18","Nord","Diploma","Studente","3","Classici;Giallo e Thriller;Young Adult e New Adult","Cartaceo","5","Indifferente","No","16 - 20 Euro","10","Li scarico da siti online;Leggo su wattpad (e simili)","6","Nelle librerie fisiche","1 o 2 ore","Youtube;Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok;Twitter","Si","Booktok","Si","tra l'1 o le 2 ore","2020","Prima di conoscere Booktok non leggevo","Si","Mi sembra di leggere più velocemente","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","È tutto partito con una trilogia della quale non sapevo neanche fosse tratta da dei libri, poi mi sono incuriosita e ho voluto provare a leggere anche i libri e vedendo le differenze mi piace molto leggere i libri che hanno anche film per vedere le differenze tra quello che immagino mentre leggo il libro e come è stato poi fatto il film (non so se mi sono spiegata hahaha)","In completo silenzio","Elena’s library","2","5","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 5:49:31 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","10 - 12 Euro","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","50","Nelle librerie fisiche","Più di 10 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Dipende dal libro","La passione che le persone hanno quando raccontano dei loro libri preferiti convincendoti inevitabilmente ad aggiungere montagne di titoli alla tbr e la possibilità di conoscere sempre più autrici self grazie al passaparola","In completo silenzio","","5","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/30 6:01:23 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","3","Nuovi","No","Se il libro mi interessa non importa il prezzo","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","60","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","Mi piace conoscere le opinioni altrui sui libri che leggo poiché il mio gruppo di amici non condivide la mia stessa passione, quindi, appena ho visto dei video random di alcune ragazze, mi sono sentita capita. Inoltre, ho conosciuto moltissimi libri che mi sono effettivamente piaciuti e, probabilmente, senza il booktok non li avrei mai scoperti. Credo sia un buon modo di promuovere la lettura, utilizzandolo correttamente: non amo quei genere di video di totale disprezzo nei confronti di una/uno scrittrice/ore e del suo libro. Ovviamente le opinioni sono personali però spesso, i pareri negativi mi hanno involontariamente influenzato a non comprare alcuni libri. ","In completo silenzio","","3","3","2","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
