"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/30 6:02:56 PM CET","F","26-35","Sud e Isole","Diploma","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online","30","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","","4","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/30 6:03:35 PM CET","F","26-35","Nord","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","100","Su Amazon","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Bookstagram","Si","meno di un'ora","2022","Non sono cambiate, leggo quanto prima","No","","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","In completo silenzio","Ilenia zodiaco ","4","4","3","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/30 6:09:12 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Lavoratore","4","Fantasy e Avventura;Romanzo storico","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","50","Li prendo in biblioteca o MLOL","30","Nelle librerie indipendenti","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Facebook","Si","Si","Youtube;Instagram;Tiktok","Si","Bookstagram;Booktube","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","Su Tiktok i lettori sono di una generazione diversa rispetto a quelli presenti su altri social","Con musica di sottofondo","La biblioteca di Daphne","5","4","3","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Leggi o guardi video di recensione online;Fai un video/post su qualche social;","Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/30 6:09:37 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Classici;Fantasy e Avventura","Cartaceo;Ebook","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","40","Li scarico da siti online","50","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Twitter;Non uso social","Si","No","Tiktok","Si","Booktok;Bookstagram;Booktube","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","No","","Sì","Mi aiutano a leggere","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","Ilenia Zodiaco ","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/30 6:09:47 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","16 - 20 Euro","30","Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok;Wattpad vale?","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","non avendo conoscenti che leggobo","","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Non avendo conoscenti che leggono, mi fa sentire meno sola","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","il fatto di non essere l'unica ad avere la passione per i libri. Mi si è aperto un mondo","Con musica di sottofondo","non mi importa particolarmente, però mi fido specialmente delle gemelle mantice","4","3","4","Si","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/30 6:21:39 PM CET","F","più di 46","Centro","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo storico;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","30","Nessuno di questi","30","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Twitter;Facebook","No","Si","Tiktok","No","","Si","meno di un'ora","","Non sono cambiate, leggo quanto prima","No","","No","","Faccio le orecchiette alle pagine","Si","Quando si parla di libri, sono sempre disposta ad ascoltare ","Il contesto è indifferente","Tu e Gaia Lorusso","5","1","0","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/30 8:16:59 PM CET","M","19-25","Sud e Isole","Laurea e post laurea","Lavoratore","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","16 - 20 Euro","60","Leggo in audiolibro","30","Mi è indifferente","Più di 10 ore","Instagram;Tiktok","Si","No","Tiktok","Si","Booktok","Si","più di 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","No","","In completo silenzio","Levv97","4","5","5","Dipende dal libro","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/31 9:33:50 AM CET","F","19-25","Nord","Diploma","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Nuovi","No","16 - 20 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","50","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","La passione a la determinazione che i creators esprimevano parlando di libri","Con musica di sottofondo","La biblioteca di Daphne ","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/31 9:21:44 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","3","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit","Cartaceo","4","Indifferente","No","16 - 20 Euro","15","Li prendo in biblioteca o MLOL;Li scarico da siti online","30","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Prima di conoscere Booktok non leggevo","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine","Si","Sicuramente i lettori, non li vedevo come persone abutudinarie e “noiose”, ma come sognatori e viaggiatori.","Il contesto è indifferente","la biblioteca di daphne","4","5","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;rimango molto delusa dalla mia scelta","Si","",""
"2023/01/31 9:40:56 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","5","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Indifferente","No","Se il libro mi interessa non importa il prezzo","70","Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","80/90","Nelle librerie fisiche","dalle 3 alle 6 ore","Non uso social","No","Si","","Si","Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","mi incuriosivano un sacco le trame dei libri ma soprattutto le persone erano molto gentili e genuine e parlando di quei determinati libri ti facevano amare quell'argomento ma soprattutto ti facevano venir voglia di prenderli.","Il contesto è indifferente","","4","3","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/31 10:27:58 PM CET","F","19-25","Nord","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Nuovi","Si","Se il libro mi interessa non importa il prezzo","40","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","45","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","meno di un'ora","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Le discussioni e le teorie che possono nascere dalle diverse opinioni","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","Il format di vale in cui faceva le guide di lettura, mi ha avvicinato al fantasy e ha stravolto i miei per te.","Il contesto è indifferente","Valentina","5","5","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/02/01 12:29:43 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Usati","Si","13 - 15 Euro","20","Leggo su wattpad (e simili)","30","Su Amazon","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","4","3","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online","Vendo / scambio il libro","Si","",""
"2023/02/01 2:54:17 PM CET","F","19-25","Sud e Isole","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","120","Mi è indifferente","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","Sono rimasta perché sentivo di appartenere a un gruppo con il mio stesso amore per i libri, ma sapevo anche che attraverso le recensioni e i consigli trovati sul booktok avrei potuto leggere molti libri che non conoscevo ","In completo silenzio","","1","3","3","Si","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/02/01 3:42:25 PM CET","F","26-35","Nord","Licenza di Scuola Media","Lavoratore","5","Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","3","Nuovi","No","Se il libro mi interessa non importa il prezzo","40","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","70","Su Amazon","Più di 10 ore","Instagram;Tiktok;Facebook","No","Si","Tiktok","Si","Booktok","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Si","","Con musica di sottofondo","","5","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/02/02 2:22:55 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","20","Leggo in audiolibro;Li scarico da siti online","50","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok;Twitter;Facebook","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo;Leggo punti di vista o pareri diversi dai miei","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri;Metto appunti e segnapagine (Kobo)","Si","La passione per i libri, e il riconoscermi in questo. Ma anche la sensazione di non essere l'unica a apprezzare alcuni libri o a fare alcune pazzie!","In completo silenzio","Meg di La Biblioteca di Daphne","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Goodreads!","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/02/02 5:25:55 PM CET","F","19-25","Centro","Diploma","Lavoratore","4","Fantasy e Avventura;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Nuovi","Si","13 - 15 Euro","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Youtube;Instagram;Tiktok","Si","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Dipende dal libro","Le librerie stupende di alcune persone ","Il contesto è indifferente","Vale ghetti","5","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/02/02 6:34:46 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","4","Classici;Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","24","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","40","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","No","Si","Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Dipende dal libro","Ho sempre vissuto in un ambiente nel quale leggere era ritenuto un passatempo per pochi, con la quale si nasce, alla quale non ha senso dedicarsi, con la quale si viene definiti ""secchione"", ""sotuttoio"", con la quale si viene emarginati. Entrare in contatto con persone che trovano leggere una cosa normale e necessaria mi ha fatto provare un senso di pace, di rilassamento, e avendo sempre amato leggere ho trovato un mondo bello, divertente, vasto, interessante e inclusivo nel quale respirare. Ho imparato a conoscere meglio quali sono i miei gusti e le mie preferenze, ho trovato delle persone dalle quali accetto  e cerco consigli, delle quali mi fido. Nelle live di lettura trovo pace, i consigli di lettura mi incuriosiscono, i vari format dei creators mi divertono e mi stimolano, invogliandomi a leggere ancora di piú. Penso che il booktok sia un rifugio, un nascondiglio, una speranza per tutti i sognatori e i bisognosi.","Con musica di sottofondo","La biblioteca di Daphne, Una Chiara qualunque","5","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile;Cerco le FanArt","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
