"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 4:58:17 PM CET","F","26-35","Nord","Diploma","Lavoratore","4","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","5","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","8","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Conoscere mondi diversi dai miei, generi nuovi e persone con cui parlare non conoscendo nessuno che legge","Il contesto è indifferente","Labibliotecadidaphne","5","3","3","No","Si","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 4:58:26 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","21 - 26 Euro","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","30","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","No","No","","Si","Bookstagram","Si","meno di un'ora","2021","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","Il contesto è indifferente","Gabisreading, leggoromance","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 4:58:54 PM CET","F","19-25","Centro","Diploma","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo storico;Young Adult e New Adult;Saggi e divulgazione scientifica;Autobiografie","Cartaceo;Ebook","5","Indifferente","Si","21 - 26 Euro","10","Li scarico da siti online;Leggo su wattpad (e simili)","9","Nelle librerie fisiche","dalle 3 alle 6 ore","Youtube;Instagram;Twitter","No","No","","No","","No","","","","","","","","","","","In completo silenzio","Non seguo bookinfluencers, seguo divulgatori o autori di cui eventualmente compro i libri","3","2","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile;Ci tengo a fare i complimenti all'autrice/autore e le/gli mando una mail o un direct sui social per farle/gli sapere che ho apprezzato il libro, secondo me a parte i numeri delle vendite è importante che vedano anche che il pubblico apprezza veramente il loro lavoro","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 4:59:14 PM CET","F","19-25","Centro","Diploma","Studente","5","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","50","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok;Twitter;Facebook","Si","Si","Instagram;Tiktok;Twitter","Si","Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","","In completo silenzio","felicia kingsley, la biblioteca di daphne","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 4:59:55 PM CET","F","19-25","Nord","Diploma","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","Se il libro mi interessa non importa il prezzo","120","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","50","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","Si","Si","Instagram","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","Il sapere l’opinione della gente e il poter condividere i miei pensieri ","Il contesto è indifferente","","5","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:00:24 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","5","Indifferente","Si","13 - 15 Euro","2","Li prendo in biblioteca o MLOL","4","Mi è indifferente","dalle 3 alle 6 ore","Instagram","No","No","","No","","No","più di 4 ore","","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri;","Dipende dal libro","","In completo silenzio","","2","2","2","Si","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 5:03:13 PM CET","F","26-35","Centro","Diploma","Lavoratore","5","Fantasy e Avventura;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","50","Mi è indifferente","Più di 10 ore","Youtube;Instagram;Tiktok","Si","No","","Si","Booktok;Bookstagram","Si","3 o 4 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Fondamentalmente sono una persona molto curiosa, quindi volevo sapere il parere degli altri su libri che avevo già letto magari.","Il contesto è indifferente","La Dea dei Libri","3","1","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 5:03:20 PM CET","F","19-25","Sud e Isole","Diploma","Studente","1","Classici","Cartaceo","3","Indifferente","Si","10 - 12 Euro","1","Leggo su wattpad (e simili)","2","Mi è indifferente","meno di un'ora","Instagram;Tiktok","No","No","","No","","No","","","","","","","","","","","In completo silenzio","","3","3","2","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Vendo / scambio il libro","No","",""
"2023/01/17 5:03:49 PM CET","F","36-45","Sud e Isole","Laurea e post laurea","Studente","4","Classici;Fantasy e Avventura;Giallo e Thriller","Cartaceo","5","Indifferente","Si","16 - 20 Euro","3","Nessuno di questi","2","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Facebook","No","Si","Instagram","No","","No","","","","","","","","","","","In completo silenzio","","1","1","0","No","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Scegli un altro libro","No","",""
"2023/01/17 5:03:55 PM CET","F","19-25","Centro","Diploma","Studente","5","Classici;Giallo e Thriller;Romanzo rosa e Chick-lit;Narrativa moderna","Cartaceo","5","Nuovi","No","21 - 26 Euro","30","Leggo in audiolibro","20","Nelle librerie fisiche","Più di 10 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","più di 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo;Discuto con persone di un libro che stiamo leggendo in contemporanea quindi ci possiamo scambiare opinioni costruttive ","Sottolineo parti che mi interessano e appunto il libro","Si","La voglia di riprendere a leggere assiduamente e conoscere persone con le quali discutere di libri e lettura e magari con le quali fare amicizia ","Con musica di sottofondo","Ne ho più di uno","5","5","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:04:04 PM CET","F","14-18","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","No","16 - 20 Euro","100","Leggo su wattpad (e simili)","150","Mi è indifferente","Più di 10 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi","Dipende dal libro","","Il contesto è indifferente","","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Scegli un altro libro","Si","",""
"2023/01/17 5:04:08 PM CET","F","26-35","Centro","Diploma","Lavoratore","3","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Indifferente","No","Se il libro mi interessa non importa il prezzo","10","Nessuno di questi","5","Nelle librerie fisiche","meno di un'ora","Instagram;Facebook","No","Si","Instagram","No","","No","","","","","","","","","","","Il contesto è indifferente","","3","4","4","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 5:04:11 PM CET","F","19-25","Sud e Isole","Diploma","Disoccupato","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","15 ","Li scarico da siti online","30","Mi è indifferente","1 o 2 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Bookstagram","Si","tra l'1 o le 2 ore","2019","Non sono cambiate, leggo quanto prima","No","non mi piacciono ","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","No","","In completo silenzio","","4","1","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro","Si","",""
"2023/01/17 5:05:33 PM CET","F","26-35","Nord","Laurea e post laurea","Disoccupato","5","Fantasy e Avventura;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","16 - 20 Euro","20","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","80","Mi è indifferente","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram","Si","Booktok;Bookstagram","Si","più di 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Si","","In completo silenzio","Martina Levv, Zackdaleo ","5","5","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 5:05:58 PM CET","F","19-25","Centro","Diploma","Studente","1","Fantasy e Avventura;Fantascienza;Giallo e Thriller","Cartaceo","4","Nuovi","No","16 - 20 Euro","4","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","4","Nelle librerie fisiche","meno di un'ora","Instagram;Tiktok","No","No","","Si","","Si","","","","","","","","","","","Con musica di sottofondo","","3","3","3","Dipende dal libro","No","Consigli di amici","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Ne discuti con i tuoi amici e li convinci a non leggerlo","No","",""
"2023/01/17 5:06:25 PM CET","F","26-35","Sud e Isole","Laurea e post laurea","Disoccupato","5","Classici;Giallo e Thriller;Young Adult e New Adult","Ebook","5","Indifferente","Si","13 - 15 Euro","50","Leggo in audiolibro;Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL","28","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Instagram;Tiktok","Si","Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere;Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","La varietà di libri esistenti e le diverse opinioni a riguardo ","Il contesto è indifferente","Meg","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/01/17 5:07:13 PM CET","F","19-25","Nord","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Indifferente","Si","16 - 20 Euro","50","Leggo in audiolibro;Li prendo in biblioteca o MLOL","100","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","No","No","Tiktok","Si","Booktok;Bookstagram","Si","3 o 4 ore","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo;Mi sembra di leggere più velocemente","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","Mi piace molto il fatto che si parli di tanti libri di generi diverso, mi ha permesso di ampliare i miei orizzonti e tramite booktok ho conosciuto tantissime persone, alcune delle quali oggi posso considerare amiche ","In completo silenzio","Labibliotecadidaphne di Megi Bulla e Valentina Ghetti","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Vendo / scambio il libro","Si","",""
"2023/01/17 5:07:20 PM CET","F","19-25","Nord","Laurea e post laurea","Lavoratore","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","4","Nuovi","No","16 - 20 Euro","25/30","Nessuno di questi","25","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","Non ho amici/amiche che leggono quindi quando ho bisogno di parlare di un libro che mi è piaciuto particolarmente sul booktok trovo persone con cui farlo, mi sento capita ed è una cosa bellissima ","In completo silenzio","Ideserveabook e labibliotecadidaphne","4","3","3","Dipende dal libro","No","Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 5:07:28 PM CET","F","19-25","Centro","Diploma","Studente","1","Romanzo rosa e Chick-lit","Cartaceo","1","Indifferente","No","Se il libro mi interessa non importa il prezzo","1","Nessuno di questi","3","Nelle librerie fisiche","1 o 2 ore","Youtube;Instagram;Tiktok;Facebook","No","No","","No","","Si","tra l'1 o le 2 ore","2022","","No","","No","","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","","","In completo silenzio","","1","1","0","No","No","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","Si","Niente, mi godo il finale e me lo tengo per me","Niente, me lo tengo ","No","",""
"2023/01/17 5:07:35 PM CET","F","19-25","Centro","Diploma","Studente","3","Classici","Cartaceo;Ebook","3","Nuovi","Si","13 - 15 Euro","5","Leggo su wattpad (e simili)","5","Nelle librerie fisiche","1 o 2 ore","Instagram","No","No","","No","","No","tra l'1 o le 2 ore","","Non sono cambiate, leggo quanto prima","Si","","No","","Faccio le orecchiette alle pagine","Si","","In completo silenzio","","2","3","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro","Scegli un altro libro","No","",""
