"Informazioni cronologiche","In che genere ti identifichi:","Età","Luogo di residenza","Titolo di studio","Occupazione","Ti ritieni un lettore","Qual è il genere che preferisci leggere (puoi selezionare più di una risposta)","Con quale supporto preferisci leggere (Seleziona tutti quelli che usi)","Se ti viene regalato un libri sei... (esempio a Natale, compleanno ecc.)","Preferisci compare libri","Il prezzo di un libro ti frena dal comprarlo?","Qual è il prezzo massimo che sei disposto a spendere per un libro","Quanti libri compri in media in un anno tra usati e nuovi (Scrivere il numero intero: esempio 25)","Oltre a comprare libri, quali altri mezzi utilizzi (puoi selezionare più di una risposta)","Quanti libri leggi in media in un anno (Scrivere il numero intero: Esempio: 25)","Preferisci compare libri","Mediamente, a settimana, quanto tempo passi a leggere","Hai un account attivo su quale di questi social? (cioè: Entri dentro l'app giornalmente o quasi) (puoi selezionare più di una risposta)","Usi uno di questi account per parlare di libri? (sei un bookinfluencer)","Usi uno di questi account solo per cercare consigli sui libri? (non sei un bookinfluencer)","Se hai risposto sì, ad almeno una delle due, specifica quali","Ti ritieni parte di una comunità librosa online? (BookTube, Bookstagram, BookTok)","Specifica quale (anche più di una)","Conosci #Booktok?","Quanto tempo passi giornalmente su tiktok","Quando hai conosciuto #booktok?  (scrivi solo l'anno --> yyyy)","Quanto sono cambiate le tue abitudini di lettura da quando sei entrato nel BookTok?","Hai mai partecipato a una live di lettura? ","Cosa ti piace di queste live?","Hai mai partecipato a un GDL (gruppo di lettura)","Cosa ti piace di questi GDL?","Durante la lettura di un libro ","Ascolti volentieri recensioni parlate di 1 minuto o più?","Cosa ti ha convinto a rimanere la prima volta che hai conosciuto BookTok? (Risposta facoltativa, ma sono molto curiosa)","Preferisci leggere","Qual è il tuo bookinfluencer preferito?","Da 1 a 5 con quanta frequenza ti capitano nei ""per te"" o nel ""feed"" video o post del BookTok, BookTube o Bookstagram","Da 1 a 5 quanto pensi che il BookTok, Bookstagram, BookTube abbia influito sul tuo approccio alla lettura?","Prima di comprare un libro quanto ti basi sui pareri del BookTok, Booktube e Bookstagram","Compri libri che hanno sulla copertina scritto ""fenomeno di BookTok"" o ""romanzo di wattpad""","Compri e leggi un libro anche se è stato definito ""brutto"" da un bookinfluencer che segui e stimi?","Come scegli i libri da comprare, puoi selezionare più di una risposta","Leggi libri perché in quel momento vanno di moda?","Dopo aver finito un libro che ti è piaciuto molto cosa fai? Puoi mettere più di una risposta","Dopo aver finito un libro che non ti è piaciuto molto cosa fai? Può selezionare più di una risposta","Considera gli ultimi dodici mesi. Ti è capitato di comprare dei libri suggeriti da BookTok, BookTube o Bookstagram?","",""
"2023/01/17 6:35:04 PM CET","F","19-25","Sud e Isole","Diploma","Studente","3","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","10","Li scarico da siti online","10","Mi è indifferente","1 o 2 ore","Instagram;Twitter","No","Si","Instagram","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","Ilenia Zodiaco ","3","5","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online","Si","",""
"2023/01/17 6:35:15 PM CET","F","14-18","Nord","Diploma","Studente","5","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit","Cartaceo","4","Nuovi","No","Se il libro mi interessa non importa il prezzo","30","Nessuno di questi","35","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","Si","Mi diverto ","Sì","Mi fa sentire parte di un gruppo","Utilizzo segnalibri","Si","Scoprire nuovi titoli ","Il contesto è indifferente","Boogiebook","5","3","1","Si","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:35:54 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","30","Li scarico da siti online","50","Su Amazon","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","La vastità di nuovi libri inizialmente sconosciuti e aver trovato per la prima volta persone che condividessero la mia passione e non la sminuissero ","In completo silenzio","Francesca (tiktok: parlotroppo_francesca)","2","4","4","Dipende dal libro","Si","Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:37:15 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Fantascienza;Giallo e Thriller;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","30","Nessuno di questi","30","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Twitter;Twich","No","No","","Si","Booktok;Bookstagram","Si","3 o 4 ore","2022","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","No","","Utilizzo segnalibri","No","","In completo silenzio","","3","3","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Scegli un altro libro simile","Vendo / scambio il libro","Si","",""
"2023/01/17 6:38:38 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","5","Fantasy e Avventura;Fantascienza;Young Adult e New Adult","Cartaceo","4","Indifferente","No","16 - 20 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","30","Mi è indifferente","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Non sono cambiate, leggo quanto prima","Si","Mi aiutano a leggere","Entro ma alla fine non leggo il libro","","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","sentire le persone (anche più grandi) parlare dei miei stessi interessi ","Con musica di sottofondo","carmelo","4","2","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:39:03 PM CET","M","più di 46","Centro","Laurea e post laurea","Lavoratore","1","Fantasy e Avventura;Fantascienza;Giallo e Thriller","Ebook","3","Nuovi","No","Se il libro mi interessa non importa il prezzo","1","Li prendo in biblioteca o MLOL;Li scarico da siti online","2","Mi è indifferente","1 o 2 ore","Facebook","No","No","","No","","No","","","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","No","","In completo silenzio","","1","1","0","No","Si","Consigli di amici;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 6:40:34 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","No","16 - 20 Euro","20","Nessuno di questi","50","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram","No","Si","Instagram","No","","No","","","","","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","4","1","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 6:40:42 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit","Cartaceo;Ebook","5","Nuovi","Si","16 - 20 Euro","7","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li prendo in biblioteca o MLOL;Li scarico da siti online","10","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Prima di conscese Booktok non leggevo","No","","No","","","No","","In completo silenzio","","3","5","4","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:42:00 PM CET","F","19-25","Sud e Isole","Diploma","Studente","1","Romanzo rosa e Chick-lit;albi illustrati","Cartaceo","3","Indifferente","Si","13 - 15 Euro","7","Leggo in audiolibro","7","Nelle librerie indipendenti","1 o 2 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Youtube;Instagram","No","","No","","","","","","","","","","","In completo silenzio","","2","3","4","Dipende dal libro","No","Mi faccio consigliare dal libraio","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:42:00 PM CET","F","19-25","Centro","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","40","Nessuno di questi","50","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram","No","Si","Youtube;Instagram","Si","Bookstagram;Booktube","Si","","","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","4","4","4","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 6:42:20 PM CET","F","14-18","Sud e Isole","Licenza di Scuola Media","Studente","4","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","30","Mi è indifferente","1 o 2 ore","Youtube;Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok","Si","3 o 4 ore","2021","Prima di conscese Booktok non leggevo","Si","Mi aiutano a leggere","Sì","Mi fa sentire parte di un gruppo","Scrivo sul libro le mie impressioni","Si","Finalmente avevo più pareri su un libro e questo mi rende più facile comprare un libro che quasi sicuramente mi piacerà. Mentre prima stavo ore in una libreria per scegliere un libro che non mi soddisfava mai al 100%","Con musica di sottofondo","Vale.ghetti","4","5","5","Dipende dal libro","No","Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Ne discuti con i tuoi amici e li convinci a non leggerlo;Leggi o guardi video di recensione online per conoscere altri punti di vista","Si","",""
"2023/01/17 6:42:28 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","2","Fantasy e Avventura;Fantascienza;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","Se il libro mi interessa non importa il prezzo","10","Leggo su wattpad (e simili)","6","Mi è indifferente","1 o 2 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2020","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","Il senso di appartenere a un gruppo ","Il contesto è indifferente","","5","3","0","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 6:42:30 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Classici;Fantasy e Avventura;Fantascienza;Romanzo storico;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","10/20","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","25/30  che","Mi è indifferente","1 o 2 ore","Instagram","No","No","","Si","Bookstagram","Si","","","","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","","Il contesto è indifferente","","3","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 6:42:35 PM CET","F","14-18","Centro","Licenza di Scuola Media","Studente","3","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","No","16 - 20 Euro","20","Nessuno di questi","20","Nelle librerie fisiche","meno di un'ora","Instagram;Tiktok","No","Si","Instagram;Tiktok","No","","Si","meno di un'ora","","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","3","3","2","No","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:43:05 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","4","Classici;Giallo e Thriller","Cartaceo;Ebook","3","Nuovi","Si","13 - 15 Euro","20","Li prendo in biblioteca o MLOL","20","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Facebook","No","Si","Instagram;Tiktok","No","","Si","meno di un'ora","2021","Non sono cambiate, leggo quanto prima","Si","Mi fa socializzare","No","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","3","2","0","Dipende dal libro","Si","Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online","Scegli un altro libro","No","",""
"2023/01/17 6:43:15 PM CET","F","19-25","Sud e Isole","Diploma","Studente","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","16 - 20 Euro","30","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","29","Mi è indifferente","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Twitter","No","Si","Youtube;Instagram;Tiktok;Twitter","Si","Booktok","Si","tra l'1 o le 2 ore","2019","Leggevo anche prima ma adesso leggo molto di più","Si","Mi aiutano a leggere","Entro ma alla fine non leggo il libro","Mi sembra di leggere più velocemente","Utilizzo dei post-it per segnare delle frasi;Scrivo sul libro le mie impressioni;Utilizzo segnalibri","Si","La passione delle persone ","Con musica di sottofondo","Bookaddicted","4","5","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Ne discuti con i tuoi amici e li convinci a non leggerlo","Si","",""
"2023/01/17 6:44:08 PM CET","F","19-25","Sud e Isole","Diploma","Disoccupato","5","Classici;Fantasy e Avventura;Fantascienza;Young Adult e New Adult","Cartaceo","5","Nuovi","Si","21 - 26 Euro","20","Nessuno di questi","40","Nelle librerie fisiche","Più di 10 ore","Instagram","Si","No","","Si","Bookstagram","Si","tra l'1 o le 2 ore","2022","Non sono cambiate, leggo quanto prima","No","","Sì","Mi fa sentire parte di un gruppo","Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","Labibliotecadidaphne","4","3","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Mi faccio ispirare dalla copertina","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Fai un video/post su qualche social","Leggi o guardi video di recensione online per conoscere altri punti di vista;Fai un video/post su qualche social","Si","",""
"2023/01/17 6:44:23 PM CET","F","14-18","Nord","Licenza di Scuola Media","Studente","5","Classici;Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","Si","13 - 15 Euro","Circa 20","Li prendo in biblioteca o MLOL","35","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Goodreads","Si","Si","Instagram","Si","Bookstagram","Si","","","","","","","","","","","In completo silenzio","@tris_bookstagram, @leggoromance","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Scegli un altro libro simile;Fai un video/post su qualche social","Scegli un altro libro","Si","",""
"2023/01/17 6:44:27 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Fantascienza;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","20","Li scarico da siti online","50","Mi è indifferente","dalle 3 alle 6 ore","Instagram","No","Si","Instagram","No","","No","meno di un'ora","","","","","","","","","","In completo silenzio","","3","4","4","No","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","Si","",""
"2023/01/17 6:45:56 PM CET","F","19-25","Sud e Isole","Diploma","Disoccupato","4","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","4","Indifferente","Si","16 - 20 Euro","15","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online;Leggo su wattpad (e simili)","20","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram;Tiktok","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2022","Leggevo anche prima ma adesso leggo molto di più","No","","No","","Utilizzo dei post-it per segnare delle frasi;Utilizzo segnalibri","Dipende dal libro","Trovare sempre idee per letture nuove ","Il contesto è indifferente","Giulia di Boogie bookie, Elisa di leggoromance ed Elisa di elyinfangirland","5","3","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Aspetto che la moda sia passata","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Leggi o guardi video di recensione online;Fai un video/post su qualche social","Ne discuti con i tuoi amici e li convinci a non leggerlo;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Si","",""
"2023/01/17 6:46:15 PM CET","F","26-35","Nord","Laurea e post laurea","Lavoratore","3","Fantasy e Avventura;Fantascienza;Giallo e Thriller","Cartaceo","5","Usati","Si","16 - 20 Euro","20","Li prendo in biblioteca o MLOL","20","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","dalle 3 alle 6 ore","Youtube;Instagram;Tiktok;Facebook","No","Si","Youtube;Instagram","No","","No","","","","Si","Mi fa sentire parte di un gruppo","Sì","Mi aiutano a leggere","Faccio le orecchiette alle pagine;Utilizzo segnalibri","Si","","Il contesto è indifferente","Ilenia Zodiaco ","4","4","3","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer","No","Leggi o guardi video di recensione online","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 6:46:16 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Lavoratore","4","Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Nuovi","No","16 - 20 Euro","15","Nessuno di questi","14","Nelle librerie fisiche","dalle 3 alle 6 ore","Instagram;Tiktok;Twitter","No","Si","Instagram;Tiktok","No","","Si","tra l'1 o le 2 ore","2021","Non sono cambiate, leggo quanto prima","Si","Mi fa sentire parte di un gruppo","No","","Utilizzo segnalibri","Si","Vedere altra gente emozionata per un libro come me, inoltre mi piace sentire le opinioni di altre persone e poi dare un mio giudizio !","Il contesto è indifferente","","4","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio consigliare dal libraio;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online","Scegli un altro libro","No","",""
"2023/01/17 6:47:05 PM CET","F","19-25","Centro","Laurea e post laurea","Lavoratore","5","Classici;Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Nuovi","No","Se il libro mi interessa non importa il prezzo","50","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Li scarico da siti online","80","Nelle librerie fisiche","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram","Si","Booktok;Bookstagram","Si","tra l'1 o le 2 ore","2021","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Utilizzo dei post-it per segnare delle frasi;Utilizzo evidenziatori e sottolineo frasi;Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","labibliotecadidaphne","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social;Vendo / scambio il libro","Si","",""
"2023/01/17 6:47:22 PM CET","F","19-25","Centro","Laurea e post laurea","Studente","4","Classici;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook","5","Indifferente","Si","13 - 15 Euro","10","Li prendo in biblioteca o MLOL;Leggo su wattpad (e simili)","10","Mi è indifferente","dalle 7 alle 10 ore","Instagram;Tiktok","Si","No","Instagram","Si","Bookstagram","No","","","","","","","","","","","In completo silenzio","","5","4","3","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","No","Ne discuti con amici conosciuti online;Fai un video/post su qualche social","Ne discuti con amici conosciuti online;Scegli un altro libro;Fai un video/post su qualche social","Si","",""
"2023/01/17 6:47:25 PM CET","F","26-35","Centro","Laurea e post laurea","Lavoratore","1","Fantasy e Avventura;Fantascienza","Cartaceo","3","Nuovi","No","16 - 20 Euro","3","Nessuno di questi","1","Nelle librerie digitali (feltrinelli, libraccio, mondadori ecc.)","meno di un'ora","Youtube;Instagram;Facebook","No","No","","No","","No","meno di un'ora","","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Dipende dal libro","","In completo silenzio","","1","1","0","No","Si","Consigli di amici;Mi faccio ispirare dalla copertina","No","Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 6:47:40 PM CET","F","19-25","Nord","Laurea e post laurea","Studente","3","Classici;Fantasy e Avventura;Young Adult e New Adult","Cartaceo","5","Indifferente","Si","13 - 15 Euro","10","Li prendo in biblioteca o MLOL;Li scarico da siti online","5","Mi è indifferente","1 o 2 ore","Instagram;Twitter","No","Si","Instagram","No","","No","","","","","","","","Utilizzo segnalibri","Si","","Con musica di sottofondo","","4","3","4","Dipende dal libro","No","Leggo trame di libri finché non trovo quello che fa per me;Mi faccio ispirare dalla copertina","No","Leggi o guardi video di recensione online;Scegli un altro libro simile","Scegli un altro libro","No","",""
"2023/01/17 6:48:10 PM CET","F","19-25","Sud e Isole","Diploma","Studente","5","Fantasy e Avventura;Romanzo rosa e Chick-lit;Young Adult e New Adult","Cartaceo;Ebook;Audiolibro","5","Nuovi","Si","21 - 26 Euro","15","Leggo in audiolibro","60","Nelle librerie fisiche","Più di 10 ore","Instagram;Tiktok","No","Si","Youtube;Instagram;Tiktok","Si","Booktok;Bookstagram","Si","meno di un'ora","2020","Leggevo anche prima ma adesso leggo molto di più","Si","Mi fa sentire parte di un gruppo","Sì","Mi fa sentire parte di un gruppo","Non faccio niente di tutto ciò, leggo soltanto","Si","","In completo silenzio","Era Andrea belfiori, non considerando lui direi mirko smith","5","5","5","Dipende dal libro","No","Consigli di amici;Consigli di Bookinfluencer","No","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
"2023/01/17 6:48:54 PM CET","F","più di 46","Sud e Isole","Diploma","Lavoratore","5","Fantasy e Avventura;Giallo e Thriller;Romanzo rosa e Chick-lit;Young Adult e New Adult","Ebook","5","Indifferente","Si","10 - 12 Euro","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited);Leggo su wattpad (e simili)","70","Mi è indifferente","Più di 10 ore","Instagram","No","Si","Instagram","No","","No","meno di un'ora","","","No","","No","","Utilizzo evidenziatori e sottolineo frasi","","","Il contesto è indifferente","","1","1","1","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me","No","Scegli un altro libro simile","Scegli un altro libro;Vendo / scambio il libro","Si","",""
"2023/01/17 6:48:56 PM CET","F","19-25","Sud e Isole","Laurea e post laurea","Studente","3","Classici;Fantasy e Avventura;Fantascienza;Saggi e divulgazione scientifica","Cartaceo;Ebook","4","Indifferente","Si","Se il libro mi interessa non importa il prezzo","10","Utilizzo abbonamenti (ad esempio Kindle Unlimited)","13","Su Amazon","1 o 2 ore","Instagram;Tiktok","No","Si","Instagram;Tiktok","No","","Si","3 o 4 ore","2021","Non sono cambiate, leggo quanto prima","No","","No","","Utilizzo segnalibri","Si","","In completo silenzio","","4","2","2","Dipende dal libro","Si","Leggo trame di libri finché non trovo quello che fa per me;Consigli di amici;Consigli di Bookinfluencer;Mi faccio ispirare dalla copertina","Si","Ne discuti con i tuoi amici e cerchi di convincerli a leggere il libro;Leggi o guardi video di recensione online;Scegli un altro libro simile","Leggi o guardi video di recensione online per conoscere altri punti di vista;Scegli un altro libro","Si","",""
